,Tanggal,Produk,Kategori,Jumlah,Harga_Satuan,Total_Penjualan
TRX0954,2026-01-28,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0955,2026-01-02,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0956,2026-03-22,Es Jeruk,Minuman,5.0,Rp7.000,Rp35.000
TRX0957,2026-02-16,Kopi Susu,Minuman,3.0,Rp18.000,Rp54.000
TRX0958,2026-02-02,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX0959,2026-05-19,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX0960,2026-02-14,Es Jeruk,Minuman,1.0,Rp7.000,Rp7.000
TRX0961,2026-01-03,Nasi Goreng,Makanan,2.0,Rp18.000,Rp36.000
TRX0962,2026-01-26,Seblak,Makanan,3.0,Rp14.000,Rp42.000
TRX0963,2026-05-21,Sate Ayam,Makanan,2.0,Rp25.000,Rp50.000
TRX0964,2026-03-29,Seblak,Makanan,2.0,Rp14.000,Rp28.000
TRX0965,2026-02-23,Es Teh,Minuman,3.0,Rp5.000,Rp15.000
TRX0966,2026-03-13,Es Jeruk,Minuman,2.0,Rp7.000,Rp14.000
TRX0967,2026-02-28,Mie Ayam,Makanan,3.0,Rp15.000,Rp45.000
TRX0968,2026-04-21,Es Teh,Minuman,2.0,Rp5.000,Rp10.000
TRX0969,2026-05-02,Nasi Goreng,Makanan,2.0,Rp18.000,Rp36.000
TRX0970,2026-02-04,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0971,2026-03-18,Sate Ayam,Makanan,5.0,Rp25.000,Rp125.000
TRX0972,2026-01-26,Ayam Geprek,Makanan,1.0,Rp22.000,Rp22.000
TRX0973,2026-05-02,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0974,2026-04-03,Seblak,Makanan,5.0,Rp14.000,Rp70.000
TRX0975,2026-01-06,Es Teh,Minuman,1.0,Rp5.000,Rp5.000
TRX0976,2026-02-20,Burger,Makanan,5.0,Rp28.000,Rp140.000
TRX0977,2026-04-01,Seblak,Makanan,5.0,Rp14.000,Rp70.000
TRX0978,2026-01-21,Es Teh,Minuman,5.0,Rp5.000,Rp25.000
TRX0979,2026-02-07,Ayam Geprek,Makanan,3.0,Rp22.000,Rp66.000
TRX0980,2026-04-14,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0981,2026-02-28,Seblak,Makanan,3.0,Rp14.000,Rp42.000
TRX0982,2026-04-12,Sate Ayam,Makanan,4.0,Rp25.000,Rp100.000
TRX0983,2026-05-14,Es Jeruk,Minuman,4.0,Rp7.000,Rp28.000
TRX0984,2026-01-06,Ayam Geprek,Makanan,2.0,Rp22.000,Rp44.000
TRX0985,2026-02-23,Ayam Geprek,Makanan,4.0,Rp22.000,Rp88.000
TRX0986,2026-01-17,Es Jeruk,Minuman,5.0,Rp7.000,Rp35.000
TRX0987,2026-04-12,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0988,2026-02-09,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0989,2026-03-05,Sate Ayam,Makanan,4.0,Rp25.000,Rp100.000
TRX0990,2026-05-15,Ayam Geprek,Makanan,1.0,Rp22.000,Rp22.000
TRX0991,2026-03-25,Es Jeruk,Minuman,4.0,Rp7.000,Rp28.000
TRX0992,2026-04-24,Ayam Geprek,Makanan,5.0,Rp22.000,Rp110.000
TRX0993,2026-04-27,Burger,Makanan,4.0,Rp28.000,Rp112.000
TRX0994,2026-05-04,Kopi Susu,Minuman,2.0,Rp18.000,Rp36.000
TRX0995,2026-03-20,Seblak,Makanan,4.0,Rp14.000,Rp56.000
TRX0996,2026-03-19,Nasi Goreng,Makanan,1.0,Rp18.000,Rp18.000
TRX0997,2026-03-15,Es Jeruk,Minuman,5.0,Rp7.000,Rp35.000
TRX0998,2026-05-03,Sate Ayam,Makanan,1.0,Rp25.000,Rp25.000
TRX0999,2026-03-01,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX1000,2026-04-16,Kopi Susu,Minuman,4.0,Rp18.000,Rp72.000
TRP0001,2026-01-14,Angkot,Transportasi,1.0,Rp7.000,Rp7.000
TRP0002,2026-01-28,Bus,Transportasi,4.0,Rp15.000,Rp60.000
TRP0003,2026-01-14,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0004,2026-03-27,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0005,2026-01-23,Kapal Feri,Transportasi,4.0,Rp65.000,Rp260.000
TRP0006,2026-03-22,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0007,2026-02-06,Ojek Online,Transportasi,1.0,Rp25.000,Rp25.000
TRP0008,2026-05-27,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0009,2026-03-20,MRT,Transportasi,4.0,Rp14.000,Rp56.000
TRP0010,2026-05-15,Kapal Feri,Transportasi,3.0,Rp65.000,Rp195.000
TRP0011,2026-05-12,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0012,2026-05-11,Bus,Transportasi,2.0,Rp15.000,Rp30.000
TRP0013,2026-03-09,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0014,2026-04-11,Kereta,Transportasi,4.0,Rp45.000,Rp180.000
TRP0015,2026-03-28,Bus,Transportasi,2.0,Rp15.000,Rp30.000
TRP0016,2026-01-04,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0017,2026-05-09,Bus,Transportasi,3.0,Rp15.000,Rp45.000
TRP0018,2026-05-20,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0019,2026-04-24,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0020,2026-02-04,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0021,2026-04-01,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0022,2026-01-28,Kapal Feri,Transportasi,1.0,Rp65.000,Rp65.000
TRP0023,2026-01-22,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0024,2026-05-20,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0025,2026-05-01,Bus,Transportasi,3.0,Rp15.000,Rp45.000
TRP0026,2026-01-07,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0027,2026-04-06,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0028,2026-04-10,Pesawat,Transportasi,3.0,Rp750.000,Rp2.250.000
TRP0029,2026-04-10,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0030,2026-01-31,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0031,2026-02-04,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0032,2026-04-26,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0033,2026-05-14,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0034,2026-01-27,Pesawat,Transportasi,3.0,Rp750.000,Rp2.250.000
TRP0035,2026-03-29,Kereta,Transportasi,3.0,Rp45.000,Rp135.000
TRP0036,2026-03-24,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0037,2026-01-21,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0038,2026-03-10,Kapal Feri,Transportasi,2.0,Rp65.000,Rp130.000
TRP0039,2026-03-23,Kereta,Transportasi,3.0,Rp45.000,Rp135.000
TRP0040,2026-02-04,Travel,Transportasi,4.0,Rp85.000,Rp340.000
TRP0041,2026-03-07,Kapal Feri,Transportasi,4.0,Rp65.000,Rp260.000
TRP0042,2026-02-27,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0043,2026-05-07,MRT,Transportasi,1.0,Rp14.000,Rp14.000
TRP0044,2026-04-28,MRT,Transportasi,4.0,Rp14.000,Rp56.000
TRP0045,2026-02-25,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0046,2026-04-08,Bus,Transportasi,4.0,Rp15.000,Rp60.000
TRP0047,2026-03-09,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0048,2026-03-17,Kereta,Transportasi,3.0,Rp45.000,Rp135.000
TRP0049,2026-04-08,Bus,Transportasi,4.0,Rp15.000,Rp60.000
TRP0050,2026-04-30,Kapal Feri,Transportasi,3.0,Rp65.000,Rp195.000
TRP0051,2026-03-10,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0052,2026-05-09,Kapal Feri,Transportasi,3.0,Rp65.000,Rp195.000
TRP0053,2026-02-16,Kereta,Transportasi,1.0,Rp45.000,Rp45.000
TRP0054,2026-02-03,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0055,2026-02-06,MRT,Transportasi,3.0,Rp14.000,Rp42.000
TRP0056,2026-01-09,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0057,2026-04-09,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0058,2026-02-13,LRT,Transportasi,3.0,Rp12.000,Rp36.000
TRP0059,2026-01-04,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0060,2026-03-10,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0061,2026-05-08,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0062,2026-01-24,Kereta,Transportasi,4.0,Rp45.000,Rp180.000
TRP0063,2026-05-14,Kereta,Transportasi,4.0,Rp45.000,Rp180.000
TRP0064,2026-01-29,Bus,Transportasi,4.0,Rp15.000,Rp60.000
TRP0065,2026-04-02,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0066,2026-02-24,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0067,2026-01-19,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0068,2026-03-24,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0069,2026-04-22,Angkot,Transportasi,2.0,Rp7.000,Rp14.000
TRP0070,2026-03-14,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0071,2026-02-09,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0072,2026-05-11,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0073,2026-01-20,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0074,2026-05-02,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0075,2026-04-01,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0076,2026-04-01,Angkot,Transportasi,3.0,Rp7.000,Rp21.000
TRP0077,2026-01-13,Kereta,Transportasi,1.0,Rp45.000,Rp45.000
TRP0078,2026-02-22,LRT,Transportasi,2.0,Rp12.000,Rp24.000
TRP0079,2026-05-02,Ojek Online,Transportasi,1.0,Rp25.000,Rp25.000
TRP0080,2026-03-26,Bus,Transportasi,1.0,Rp15.000,Rp15.000
TRP0081,2026-04-28,LRT,Transportasi,2.0,Rp12.000,Rp24.000
TRP0082,2026-01-15,Ojek Online,Transportasi,1.0,Rp25.000,Rp25.000
TRP0083,2026-02-04,Bus,Transportasi,3.0,Rp15.000,Rp45.000
TRP0084,2026-03-03,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
TRP0085,2026-01-23,Bus,Transportasi,3.0,Rp15.000,Rp45.000
TRP0086,2026-03-30,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0087,2026-01-17,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0088,2026-02-02,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0089,2026-05-23,MRT,Transportasi,3.0,Rp14.000,Rp42.000
TRP0090,2026-01-09,Kapal Feri,Transportasi,3.0,Rp65.000,Rp195.000
TRP0091,2026-01-01,MRT,Transportasi,1.0,Rp14.000,Rp14.000
TRP0092,2026-04-07,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0093,2026-05-17,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
TRP0094,2026-02-22,MRT,Transportasi,4.0,Rp14.000,Rp56.000
TRP0095,2026-05-22,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0096,2026-03-08,Bus,Transportasi,2.0,Rp15.000,Rp30.000
TRP0097,2026-02-17,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0098,2026-02-01,Kereta,Transportasi,3.0,Rp45.000,Rp135.000
TRP0099,2026-04-03,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0100,2026-03-08,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0101,2026-03-15,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0102,2026-01-24,Kereta,Transportasi,1.0,Rp45.000,Rp45.000
TRP0103,2026-04-02,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0104,2026-04-17,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0105,2026-02-03,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0106,2026-02-13,LRT,Transportasi,3.0,Rp12.000,Rp36.000
TRP0107,2026-02-01,Kapal Feri,Transportasi,4.0,Rp65.000,Rp260.000
TRP0108,2026-01-14,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0109,2026-05-21,MRT,Transportasi,1.0,Rp14.000,Rp14.000
TRP0110,2026-03-14,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
TRP0111,2026-01-12,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0112,2026-01-13,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0113,2026-05-29,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
TRP0114,2026-04-04,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0115,2026-01-11,Pesawat,Transportasi,3.0,Rp750.000,Rp2.250.000
TRP0116,2026-01-10,Ojek Online,Transportasi,1.0,Rp25.000,Rp25.000
TRP0117,2026-05-01,Kapal Feri,Transportasi,4.0,Rp65.000,Rp260.000
TRP0118,2026-04-14,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0119,2026-02-25,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0120,2026-05-11,LRT,Transportasi,3.0,Rp12.000,Rp36.000
TRP0121,2026-02-17,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0122,2026-02-06,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0123,2026-05-22,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0124,2026-04-30,MRT,Transportasi,3.0,Rp14.000,Rp42.000
TRP0125,2026-02-13,Bus,Transportasi,3.0,Rp15.000,Rp45.000
TRP0126,2026-01-25,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0127,2026-01-27,Kapal Feri,Transportasi,1.0,Rp65.000,Rp65.000
TRP0128,2026-04-09,Ojek Online,Transportasi,1.0,Rp25.000,Rp25.000
TRP0129,2026-03-01,Pesawat,Transportasi,4.0,Rp750.000,Rp3.000.000
TRP0130,2026-04-17,Angkot,Transportasi,3.0,Rp7.000,Rp21.000
TRP0131,2026-03-02,Kereta,Transportasi,1.0,Rp45.000,Rp45.000
TRP0132,2026-01-11,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0133,2026-02-15,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0134,2026-05-09,Bus,Transportasi,4.0,Rp15.000,Rp60.000
TRP0135,2026-03-31,Pesawat,Transportasi,4.0,Rp750.000,Rp3.000.000
TRP0136,2026-04-20,Travel,Transportasi,4.0,Rp85.000,Rp340.000
TRP0137,2026-04-20,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0138,2026-04-29,Bus,Transportasi,1.0,Rp15.000,Rp15.000
TRP0139,2026-04-04,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0140,2026-03-29,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0141,2026-04-25,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
TRP0142,2026-03-31,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0143,2026-03-21,Kereta,Transportasi,3.0,Rp45.000,Rp135.000
TRP0144,2026-01-31,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0145,2026-05-05,Pesawat,Transportasi,4.0,Rp750.000,Rp3.000.000
TRP0146,2026-01-17,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0147,2026-03-26,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0148,2026-01-19,MRT,Transportasi,4.0,Rp14.000,Rp56.000
TRP0149,2026-03-07,Kereta,Transportasi,1.0,Rp45.000,Rp45.000
TRP0150,2026-02-18,Kereta,Transportasi,1.0,Rp45.000,Rp45.000
TRP0151,2026-04-22,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0152,2026-01-25,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0153,2026-04-05,MRT,Transportasi,1.0,Rp14.000,Rp14.000
TRP0154,2026-02-17,Kereta,Transportasi,1.0,Rp45.000,Rp45.000
TRP0155,2026-05-09,MRT,Transportasi,1.0,Rp14.000,Rp14.000
TRP0156,2026-03-22,Angkot,Transportasi,2.0,Rp7.000,Rp14.000
TRP0157,2026-05-01,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0158,2026-05-01,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0159,2026-05-02,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0160,2026-02-20,Travel,Transportasi,4.0,Rp85.000,Rp340.000
TRP0161,2026-04-25,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0162,2026-01-21,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0163,2026-03-24,LRT,Transportasi,2.0,Rp12.000,Rp24.000
TRP0164,2026-02-11,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0165,2026-03-02,Angkot,Transportasi,2.0,Rp7.000,Rp14.000
TRP0166,2026-01-22,Kapal Feri,Transportasi,4.0,Rp65.000,Rp260.000
TRP0167,2026-04-30,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0168,2026-02-02,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0169,2026-02-11,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0170,2026-02-20,Angkot,Transportasi,2.0,Rp7.000,Rp14.000
TRP0171,2026-02-19,Kapal Feri,Transportasi,4.0,Rp65.000,Rp260.000
TRP0172,2026-02-10,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0173,2026-01-26,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0174,2026-01-22,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0175,2026-01-25,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0176,2026-04-17,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0177,2026-04-26,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0178,2026-05-05,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0179,2026-02-10,Kapal Feri,Transportasi,2.0,Rp65.000,Rp130.000
TRP0180,2026-03-18,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0181,2026-05-16,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0182,2026-01-25,Angkot,Transportasi,2.0,Rp7.000,Rp14.000
TRP0183,2026-04-14,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0184,2026-03-10,Angkot,Transportasi,3.0,Rp7.000,Rp21.000
TRP0185,2026-02-08,Kapal Feri,Transportasi,2.0,Rp65.000,Rp130.000
TRP0186,2026-01-24,LRT,Transportasi,3.0,Rp12.000,Rp36.000
TRP0187,2026-02-17,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0188,2026-05-20,Angkot,Transportasi,1.0,Rp7.000,Rp7.000
TRP0189,2026-02-06,Angkot,Transportasi,3.0,Rp7.000,Rp21.000
TRP0190,2026-04-30,Angkot,Transportasi,1.0,Rp7.000,Rp7.000
TRP0191,2026-03-31,MRT,Transportasi,1.0,Rp14.000,Rp14.000
TRP0192,2026-03-07,Angkot,Transportasi,1.0,Rp7.000,Rp7.000
TRP0193,2026-03-30,MRT,Transportasi,4.0,Rp14.000,Rp56.000
TRP0194,2026-02-08,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0195,2026-02-22,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0196,2026-04-06,LRT,Transportasi,2.0,Rp12.000,Rp24.000
TRP0197,2026-04-04,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0198,2026-05-02,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0199,2026-03-30,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0200,2026-03-28,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0201,2026-03-08,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0202,2026-02-16,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0203,2026-03-12,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0204,2026-05-25,LRT,Transportasi,3.0,Rp12.000,Rp36.000
TRP0205,2026-01-20,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
TRP0206,2026-04-04,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0207,2026-05-20,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0208,2026-02-07,Travel,Transportasi,4.0,Rp85.000,Rp340.000
TRP0209,2026-05-13,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0210,2026-02-19,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0211,2026-05-11,Pesawat,Transportasi,4.0,Rp750.000,Rp3.000.000
TRP0212,2026-02-19,MRT,Transportasi,4.0,Rp14.000,Rp56.000
TRP0213,2026-02-24,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0214,2026-03-13,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0215,2026-04-11,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0216,2026-01-20,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0217,2026-04-23,Bus,Transportasi,1.0,Rp15.000,Rp15.000
TRP0218,2026-05-25,Bus,Transportasi,4.0,Rp15.000,Rp60.000
TRP0219,2026-02-13,Taksi Online,Transportasi,3.0,Rp55.000,Rp165.000
TRP0220,2026-04-24,Kapal Feri,Transportasi,3.0,Rp65.000,Rp195.000
TRP0221,2026-03-26,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0222,2026-04-05,Pesawat,Transportasi,3.0,Rp750.000,Rp2.250.000
TRP0223,2026-05-08,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0224,2026-04-22,Bus,Transportasi,3.0,Rp15.000,Rp45.000
TRP0225,2026-02-24,Taksi Online,Transportasi,3.0,Rp55.000,Rp165.000
TRP0226,2026-02-28,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0227,2026-04-22,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0228,2026-01-02,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0229,2026-01-14,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0230,2026-04-11,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0231,2026-02-16,Kapal Feri,Transportasi,4.0,Rp65.000,Rp260.000
TRP0232,2026-02-27,MRT,Transportasi,1.0,Rp14.000,Rp14.000
TRP0233,2026-03-29,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0234,2026-01-05,Kapal Feri,Transportasi,1.0,Rp65.000,Rp65.000
TRP0235,2026-02-11,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0236,2026-03-07,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0237,2026-01-06,Bus,Transportasi,1.0,Rp15.000,Rp15.000
TRP0238,2026-03-26,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0239,2026-05-03,Kapal Feri,Transportasi,2.0,Rp65.000,Rp130.000
TRP0240,2026-01-28,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0241,2026-02-06,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0242,2026-02-27,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0243,2026-03-20,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0244,2026-03-07,MRT,Transportasi,3.0,Rp14.000,Rp42.000
TRP0245,2026-05-12,Angkot,Transportasi,1.0,Rp7.000,Rp7.000
TRP0246,2026-01-21,Pesawat,Transportasi,4.0,Rp750.000,Rp3.000.000
TRP0247,2026-03-27,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0248,2026-01-10,Kereta,Transportasi,1.0,Rp45.000,Rp45.000
TRP0249,2026-05-02,LRT,Transportasi,2.0,Rp12.000,Rp24.000
TRP0250,2026-02-22,MRT,Transportasi,2.0,Rp14.000,Rp28.000
TRP0251,2026-02-11,Kapal Feri,Transportasi,3.0,Rp65.000,Rp195.000
TRP0252,2026-04-25,Bus,Transportasi,1.0,Rp15.000,Rp15.000
TRP0253,2026-01-20,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0254,2026-02-01,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0255,2026-05-18,Kapal Feri,Transportasi,3.0,Rp65.000,Rp195.000
TRP0256,2026-05-28,Angkot,Transportasi,2.0,Rp7.000,Rp14.000
TRP0257,2026-04-27,MRT,Transportasi,1.0,Rp14.000,Rp14.000
TRP0258,2026-03-05,Travel,Transportasi,4.0,Rp85.000,Rp340.000
TRP0259,2026-03-21,MRT,Transportasi,3.0,Rp14.000,Rp42.000
TRP0260,2026-01-28,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0261,2026-04-20,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0262,2026-02-05,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0263,2026-05-30,Angkot,Transportasi,3.0,Rp7.000,Rp21.000
TRP0264,2026-04-22,Angkot,Transportasi,1.0,Rp7.000,Rp7.000
TRP0265,2026-01-14,Pesawat,Transportasi,4.0,Rp750.000,Rp3.000.000
TRP0266,2026-01-09,Angkot,Transportasi,2.0,Rp7.000,Rp14.000
TRP0267,2026-05-19,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
TRP0268,2026-02-25,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0269,2026-02-17,Angkot,Transportasi,1.0,Rp7.000,Rp7.000
TRP0270,2026-03-02,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0271,2026-03-16,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0272,2026-04-22,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0273,2026-01-15,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
TRP0274,2026-01-11,MRT,Transportasi,3.0,Rp14.000,Rp42.000
TRP0275,2026-05-28,Kereta,Transportasi,2.0,Rp45.000,Rp90.000
TRP0276,2026-01-06,Pesawat,Transportasi,2.0,Rp750.000,Rp1.500.000
TRP0277,2026-02-15,Pesawat,Transportasi,1.0,Rp750.000,Rp750.000
TRP0278,2026-03-04,Travel,Transportasi,4.0,Rp85.000,Rp340.000
TRP0279,2026-04-18,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0280,2026-03-07,Taksi Online,Transportasi,4.0,Rp55.000,Rp220.000
